institution;indicator;taux observé 2018-2022;taux attendu 2018-2022;SMR 2018-2022;nombre de cas 2018-2022;taux observé 2023;taux attendu 2023;SMR 2023;nombre de cas 2023
EOC Ente ospedaliero cantonale;E.4.16.P Resezione anteriore bassa del retto con deiscenza anastomotica, percentuale;*;*;*;7;*;*;*;2
EOC Ente ospedaliero cantonale;E.5 Malattie dello stomaco; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;E.5.4.F Cure ospedaliere in caso di DP carcinoma dello stomaco;*;*;*;403;*;*;*;92
EOC Ente ospedaliero cantonale;E.5.5.M DP ulcera gastrica, duodenale o digiunale, senza tumore, mortalità;4.8%;3.9%;1.3;414;1.9%;2.4%;0.8;107
EOC Ente ospedaliero cantonale;E.5.1.F Resezioni gastriche, totale;*;*;*;660;*;*;*;155
EOC Ente ospedaliero cantonale;E.5.2.M Resezione gastrica senza OP all'esofago in caso di carcinoma allo stomaco, mortalità;4.1%;4.3%;1.0;73;5.9%;2.4%;2.5;17
EOC Ente ospedaliero cantonale;E.5.3.M Resezioni gastriche con complesso OP all'esofago, mortalità;*;*;*;3;*;*;*;4
EOC Ente ospedaliero cantonale;E.5.6.M Resezione gastrica parziale o totale per altra diagnosi, mortalità;1.2%;0.6%;2.1;584;0.7%;0.7%;1.0;134
EOC Ente ospedaliero cantonale;E.6 Interventi sull'esofago; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;E.6.1.M Interventi complessi all'esofago, mortalità;*;*;*;8;*;*;*;4
EOC Ente ospedaliero cantonale;E.7 Interventi sul pancreas e sul fegato; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;E.7.1.M Interventi al pancreas senza trapianto (età >19), totale, mortalità;3.2%;4.0%;0.8;186;0.0%;4.8%;0.0;41
EOC Ente ospedaliero cantonale;E.7.3.M Resezione del pancreas in caso di tumori maligni del pancreas, IPMN inclusi (età >19), mortalità;2.8%;3.4%;0.8;106;0.0%;3.2%;0.0;23
EOC Ente ospedaliero cantonale;E.7.4.M Altri interventi chirurgici locali/più lievi al pancreas (età >19), mortalità;6.4%;6.0%;1.1;47;0.0%;5.8%;0.0;12
EOC Ente ospedaliero cantonale;E.7.5.M Resezioni anatomiche del fegato (età >19), mortalità;1.5%;4.3%;0.4;66;0.0%;5.1%;0.0;18
EOC Ente ospedaliero cantonale;E.7.6.M Resezioni anatomiche di 4 e più segmenti del fegato (età >19), mortalità;3.1%;5.4%;0.6;32;*;*;*;7
EOC Ente ospedaliero cantonale;E.8 Interventi bariatrici; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;E.8.1.M Chirurgia bariatrica, mortalità;0.0%;0.0%;0.0;536;0.0%;0.1%;0.0;123
EOC Ente ospedaliero cantonale;F Malattie vascolari; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.1 Interventi sulle arterie cerebrali; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.1.6.M OP ai vasi extracranici all'arteria carotide (età >19), mortalità;1.3%;0.7%;1.8;228;2.5%;0.8%;3.2;40
EOC Ente ospedaliero cantonale;F.1.7.M OP ai vasi extracranici all'arteria vertebrale (età >19), mortalità;*;*;*;-;*;*;*;-
EOC Ente ospedaliero cantonale;F.1.8.M Impianto percutaneo di stent nell'arteria carotide (età >19), mortalità;2.3%;3.1%;0.8;43;*;*;*;9
EOC Ente ospedaliero cantonale;F.1.9.M Impianto percutaneo di stent nell'arteria carotide in caso di TIA o infarto cerebrale (età >19), mortalità;4.2%;4.7%;0.9;24;*;*;*;6
EOC Ente ospedaliero cantonale;F.1.10.M Impianto percutaneo di stent nell'arteria carotide in caso di stenosi (età >19), mortalità;0.0%;0.5%;0.0;11;*;*;*;1
EOC Ente ospedaliero cantonale;F.1.11.M Altri impianti percutanei di stent nell'arteria carotide (età >19), mortalità;*;*;*;8;*;*;*;2
EOC Ente ospedaliero cantonale;F.1.12.M Impianto percutaneo di stent nell'arteria vertebrale (età >19), mortalità;*;*;*;2;*;*;*;0
EOC Ente ospedaliero cantonale;F.1.13.M Altre OP ai vasi extracranici in caso di OP al cuore, all'aorta, alle arterie delle gambe, di trauma o di tumori maligni ORL (età >19), mortalità;*;*;*;7;*;*;*;6
EOC Ente ospedaliero cantonale;F.1.4.F Interventi vascolari percutanei transluminali intracranici;*;*;*;132;*;*;*;28
EOC Ente ospedaliero cantonale;F.2 Malattie dell'aorta; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.2.1.F OP all'aorta, totale;*;*;*;515;*;*;*;116
EOC Ente ospedaliero cantonale;F.2.7.F Resezione/sostituzione dell'aorta addominale;*;*;*;343;*;*;*;61
EOC Ente ospedaliero cantonale;F.2.2.M Resezione/sostituzione dell'aorta addominale in caso di aneurisma, senza lacerazione, OP a cielo aperto, mortalità;2.8%;3.7%;0.8;142;0.0%;1.0%;0.0;24
EOC Ente ospedaliero cantonale;F.2.3.M Protesi endovascolare dell'aorta addominale in caso di aneurisma (EVAR), senza lacerazione, mortalità;1.3%;1.1%;1.3;149;0.0%;1.1%;0.0;28
EOC Ente ospedaliero cantonale;F.2.8.M Resezione/sostituzione dell'aorta addominale senza aneurisma, OP a cielo aperto, mortalità;*;*;*;4;*;*;*;1
EOC Ente ospedaliero cantonale;F.2.9.M Protesi endovascolare dell'aorta addominale senza aneurisma, mortalità;10.0%;4.4%;2.3;20;*;*;*;3
EOC Ente ospedaliero cantonale;F.2.4.F Resezione/sostituzione dell'aorta toracica/toracicoaddominale (senza protesi valvolare);*;*;*;172;*;*;*;55
EOC Ente ospedaliero cantonale;F.2.10.M Resezione/sostituzione dell'aorta toracica/toracicoaddominale in caso di aneurisma, senza lacerazione, senza OP al cuore, mortalità;2.6%;3.9%;0.7;77;7.7%;3.3%;2.4;26
EOC Ente ospedaliero cantonale;F.2.11.M Resezione/sostituzione dell'aorta toracica/toracicoaddominale in caso di aneurisma, senza lacerazione, con OP al cuore, mortalità;2.5%;5.2%;0.5;81;16.7%;5.1%;3.2;18
EOC Ente ospedaliero cantonale;F.2.12.M Resezione/sostituzione dell'aorta toracica/toracicoaddominale senza aneurisma, mortalità;*;*;*;4;*;*;*;2
EOC Ente ospedaliero cantonale;F.2.5.M Aneurisma aortico con lacerazione, mortalità;50.0%;39.6%;1.3;84;54.2%;31.0%;1.7;24
EOC Ente ospedaliero cantonale;F.2.6.M Aneurisma aortico con lacerazione, con OP, mortalità;34.2%;24.5%;1.4;38;28.6%;21.0%;1.4;14
EOC Ente ospedaliero cantonale;F.3 OP alle arterie del bacino/delle gambe; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.3.1.M OP alle arterie del bacino/delle gambe, totale, mortalità;5.1%;4.6%;1.1;744;3.6%;4.3%;0.8;169
EOC Ente ospedaliero cantonale;F.3.2.M OP alle arterie del bacino/delle gambe in caso di claudicatio (Fontaine I+II), mortalità;0.0%;0.4%;0.0;113;0.0%;0.8%;0.0;32
EOC Ente ospedaliero cantonale;F.3.3.M OP alle arterie del bacino/delle gambe in caso di dolore a riposo (Fontaine III), mortalità;0.0%;0.9%;0.0;34;*;*;*;7
EOC Ente ospedaliero cantonale;F.3.4.M OP alle arterie del bacino/delle gambe in caso di ulcera o cancrena (Fontaine IV), mortalità;1.6%;4.0%;0.4;62;0.0%;2.6%;0.0;17
EOC Ente ospedaliero cantonale;F.3.5.M OP alle arterie del bacino/delle gambe in caso di embolia/trombosi, mortalità;6.8%;7.2%;0.9;207;2.6%;6.2%;0.4;39
EOC Ente ospedaliero cantonale;F.3.6.M OP alle arterie del bacino/delle gambe in caso di complicanze dovute a protesi/impianti, mortalità;6.5%;4.6%;1.4;92;0.0%;4.5%;0.0;23
EOC Ente ospedaliero cantonale;F.3.7.M OP alle arterie del bacino/delle gambe in caso di aneurisma/dissecazione, mortalità;1.0%;1.6%;0.6;98;4.8%;1.3%;3.7;21
EOC Ente ospedaliero cantonale;F.3.8.F OP alle arterie del bacino/delle gambe combinata con OP aortica;*;*;*;37;*;*;*;12
EOC Ente ospedaliero cantonale;F.3.9.F OP alle arterie del bacino/delle gambe in caso di altre diagnosi complesse;*;*;*;101;*;*;*;18
EOC Ente ospedaliero cantonale;F.4 Amputazioni; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.4.1.M Amputazione non traumatica nella regione del piede, mortalità;4.3%;2.4%;1.8;492;4.5%;2.3%;2.0;88
EOC Ente ospedaliero cantonale;F.4.2.M Amputazione non traumatica delle estremità inferiori, mortalità;10.7%;9.2%;1.2;122;35.3%;11.9%;3.0;17
EOC Ente ospedaliero cantonale;F.5 Angioplastica percutanea transluminale (PTA); ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.5.1.M PTA di arterie addominali/delle gambe (senza aorta), mortalità;4.6%;2.7%;1.7;1'314;4.5%;2.4%;1.9;268
EOC Ente ospedaliero cantonale;F.5.4.M PTA di arterie iliache/del bacino/delle gambe in caso di claudicatio, mortalità;1.2%;0.2%;5.0;86;0.0%;0.2%;0.0;26
EOC Ente ospedaliero cantonale;F.5.5.M PTA di arterie iliache/del bacino/delle gambe in caso di dolore a riposo, mortalità;0.0%;1.0%;0.0;55;*;*;*;7
EOC Ente ospedaliero cantonale;F.5.6.M PTA di arterie iliache/del bacino/delle gambe in caso di ulcera o cancrena, mortalità;2.6%;2.6%;1.0;273;1.6%;2.3%;0.7;63
EOC Ente ospedaliero cantonale;F.5.7.M PTA di arterie iliache/del bacino/delle gambe in caso di altre diagnosi o di OP aortica, mortalità;5.8%;4.2%;1.4;900;6.4%;3.4%;1.9;172
EOC Ente ospedaliero cantonale;F.5.2.F PTA di arterie addominali/delle gambe (senza aorta) con OP alle arterie del bacino/delle gambe;*;*;*;258;*;*;*;73
EOC Ente ospedaliero cantonale;F.5.3.F Aneurisma/dissezione delle arterie del bacino/delle gambe con OP;*;*;*;98;*;*;*;21
EOC Ente ospedaliero cantonale;F.6 Fistola arteriovenosa; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;F.6.1.F Posizionamento di shunt arteriovenoso (fistola AV interna);*;*;*;223;*;*;*;17
EOC Ente ospedaliero cantonale;G Ginecologia e ostetricia; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.1 Parti; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.1.1.F Parti ospedalieri;*;*;*;7'439;*;*;*;1'542
EOC Ente ospedaliero cantonale;G.1.1.P Parti ospedalieri con decesso della madre, percentuale;0.0%;0.0%;*;0;0.0%;0.0%;*;0
EOC Ente ospedaliero cantonale;G.1.2.P Parti vaginali con lacerazione perineale di 3° e 4° grado, percentuale;2.8%;2.8%;*;149;2.6%;2.8%;*;27
EOC Ente ospedaliero cantonale;G.1.3.P Parti vaginali con episiotomia, percentuale;16.9%;12.3%;*;904;11.4%;9.2%;*;117
EOC Ente ospedaliero cantonale;G.1.4.P Parti cesarei, percentuale;28.0%;32.3%;*;2'083;33.5%;33.3%;*;516
EOC Ente ospedaliero cantonale;G.1.5.P Parti cesarei in caso di parti a basso rischio, percentuale;22.9%;27.2%;*;1'519;29.1%;28.5%;*;397
EOC Ente ospedaliero cantonale;G.1.6.P Parti cesarei in caso di parti a basso rischio, età <35, percentuale;18.8%;24.2%;*;814;24.5%;25.4%;*;209
EOC Ente ospedaliero cantonale;G.1.7.P Parti cesarei in caso di parti a basso rischio, età >34, percentuale;30.5%;34.4%;*;705;36.8%;35.2%;*;188
EOC Ente ospedaliero cantonale;G.2 Neonati; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.2.1.F Neonati <1250 g;*;*;*;10;*;*;*;1
EOC Ente ospedaliero cantonale;G.2.2.F Neonati <1250 g, trasferiti da un altro ospedale;*;*;*;3;*;*;*;0
EOC Ente ospedaliero cantonale;G.2.3.F Neonati <500 g;*;*;*;1;*;*;*;0
EOC Ente ospedaliero cantonale;G.2.4.F Neonati 500-749 g;*;*;*;0;*;*;*;1
EOC Ente ospedaliero cantonale;G.2.5.F Neonati 750-999 g;*;*;*;1;*;*;*;0
EOC Ente ospedaliero cantonale;G.2.6.F Neonati 1000-1249 g;*;*;*;8;*;*;*;0
EOC Ente ospedaliero cantonale;G.2.7.F Neonati 1250-1499 g;*;*;*;10;*;*;*;4
EOC Ente ospedaliero cantonale;G.2.8.F Neonati 1500-2499 g;*;*;*;490;*;*;*;97
EOC Ente ospedaliero cantonale;G.2.9.F Neonati >2499 g o senza indicazione del peso;*;*;*;7'348;*;*;*;1'514
EOC Ente ospedaliero cantonale;G.3 Asportazione dell'utero per malattie benigne (isterectomia); ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.3.1.M Isterectomia per malattie benigne (età >14), mortalità;0.1%;0.0%;3.4;942;0.0%;0.0%;0.0;182
EOC Ente ospedaliero cantonale;G.3.2.P OP laparoscopica/vaginale per isterectomia, senza plastica, percentuale;87.5%;88.1%;*;824;83.0%;90.5%;*;151
EOC Ente ospedaliero cantonale;G.3.5.P OP vaginale per isterectomia, senza plastica, percentuale;34.6%;31.7%;*;326;35.2%;28.3%;*;64
EOC Ente ospedaliero cantonale;G.3.7.P OP laparoscopica per isterectomia, senza plastica, percentuale;52.9%;56.4%;*;498;47.8%;62.2%;*;87
EOC Ente ospedaliero cantonale;G.3.3.P Isterectomia per malattie benigne senza endometriosi (età <50), con ovariectomia, percentuale;5.1%;7.7%;*;17;*;*;*;5
EOC Ente ospedaliero cantonale;G.3.4.P Isterectomia per malattie benigne senza endometriosi (età >49) con ovariectomia, percentuale;35.7%;37.0%;*;157;35.1%;40.1%;*;27
EOC Ente ospedaliero cantonale;G.4 Tumori maligni della mammella e degli organi genitali femminili; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.4.1.F Cure ospedaliere in caso di DP cancro al seno;*;*;*;1'691;*;*;*;327
EOC Ente ospedaliero cantonale;G.4.2.F DP tumori maligni della mammella e degli organi genitali femminili;*;*;*;2'567;*;*;*;519
EOC Ente ospedaliero cantonale;G.4.3.F Cure ospedaliere in caso di DP tumori maligni delle ovaie;*;*;*;265;*;*;*;74
EOC Ente ospedaliero cantonale;G.4.4.M Tumori maligni delle ovaie con ovariectomia, mortalità;1.1%;0.6%;1.8;91;0.0%;0.7%;0.0;26
EOC Ente ospedaliero cantonale;G.4.5.F Cure ospedaliere in caso di DP tumori maligni dell'utero;*;*;*;467;*;*;*;96
EOC Ente ospedaliero cantonale;G.4.6.M Tumori maligni dell'utero con isterectomia, mortalità;0.0%;0.2%;0.0;201;1.7%;0.6%;2.8;59
EOC Ente ospedaliero cantonale;G.5 Interventi al seno; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.5.1.F Interventi al seno (resezioni e plastiche mammarie), totale;*;*;*;1'835;*;*;*;385
EOC Ente ospedaliero cantonale;G.5.2.F Resezione mammaria in caso di cancro al seno;*;*;*;1'328;*;*;*;246
EOC Ente ospedaliero cantonale;G.5.3.P Resezione mammaria a scopo conservativo in caso di cancro al seno, percentuale;78.0%;74.1%;*;1'036;83.7%;76.1%;*;206
EOC Ente ospedaliero cantonale;G.6 Interventi sul pavimento pelvico femminile; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;G.6.1.F OP di sospensione e plastiche nella regione del pavimento pelvico, totale;*;*;*;681;*;*;*;160
EOC Ente ospedaliero cantonale;G.6.2.F OP per prolasso genitale;*;*;*;461;*;*;*;126
EOC Ente ospedaliero cantonale;G.6.3.F OP per incontinenza, senza prolasso genitale;*;*;*;159;*;*;*;26
EOC Ente ospedaliero cantonale;G.6.4.F OP nella regione del pavimento pelvico per altra diagnosi;*;*;*;61;*;*;*;8
EOC Ente ospedaliero cantonale;H Malattie delle vie urinarie e degli organi genitali maschili; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.1 Asportazione di rene (nefrectomia e nefrectomia parziale); ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.1.5.M Nefrectomia parziale per tumori maligni del rene, mortalità;0.0%;0.2%;0.0;46;*;*;*;7
EOC Ente ospedaliero cantonale;H.1.5.P Nefrectomia parziale per tumori maligni del rene, percentuale;27.7%;42.9%;*;46;*;*;*;7
EOC Ente ospedaliero cantonale;H.1.6.P OP laparoscopica di nefrectomia parziale per tumori maligni del rene, percentuale;71.7%;60.4%;*;33;*;*;*;5
EOC Ente ospedaliero cantonale;H.1.7.M Nefrectomia parziale per altra diagnosi, mortalità;*;*;*;1;*;*;*;1
EOC Ente ospedaliero cantonale;H.1.8.M Nefrectomia per tumori maligni del rene, mortalità;0.0%;1.0%;0.0;120;3.0%;0.3%;11.3;33
EOC Ente ospedaliero cantonale;H.1.9.P OP laparoscopica di nefrectomia per tumori maligni del rene, percentuale;37.5%;37.6%;*;45;45.5%;46.9%;*;15
EOC Ente ospedaliero cantonale;H.1.10.M Nefrectomia per altra diagnosi, mortalità;0.0%;2.1%;0.0;39;*;*;*;8
EOC Ente ospedaliero cantonale;H.2 Calcoli ai reni; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.2.1.F DP calcoli ai reni;*;*;*;4'649;*;*;*;813
EOC Ente ospedaliero cantonale;H.2.2.P Casi con intervento di asportazione dei calcoli in caso di DP calcoli renali, percentuale;48.2%;50.4%;*;2'241;56.9%;51.1%;*;463
EOC Ente ospedaliero cantonale;H.3 Interventi sulla vescica; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.3.1.F DP tumore maligno alla vescica;*;*;*;1'695;*;*;*;297
EOC Ente ospedaliero cantonale;H.3.2.F TUR della vescica, totale;*;*;*;1'682;*;*;*;290
EOC Ente ospedaliero cantonale;H.3.3.F TUR della vescica in caso di tumore maligno;*;*;*;1'313;*;*;*;221
EOC Ente ospedaliero cantonale;H.3.4.P TUR del tumore maligno con instillazione chemioterapica nella vescica, percentuale;7.7%;16.5%;*;101;5.4%;16.9%;*;12
EOC Ente ospedaliero cantonale;H.3.5.M Asportazione della vescica (cistectomia), mortalità;2.9%;2.7%;1.1;69;0.0%;1.5%;0.0;20
EOC Ente ospedaliero cantonale;H.3.6.M Eviscerazione pelvica nell'uomo o nella donna, mortalità;*;*;*;0;*;*;*;0
EOC Ente ospedaliero cantonale;H.4 Resezione transuretrale (TUR) della prostata; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.4.2.P TUR della prostata con complicazioni, percentuale;3.4%;2.2%;*;36;*;*;*;8
EOC Ente ospedaliero cantonale;H.4.3.M TUR della prostata per malattie benigne, mortalità;0.1%;0.1%;1.6;784;0.6%;0.1%;10.7;171
EOC Ente ospedaliero cantonale;H.4.4.M TUR della prostata per tumori maligni, mortalità;0.7%;0.5%;1.5;284;0.0%;0.2%;0.0;63
EOC Ente ospedaliero cantonale;H.5 Carcinoma prostatico; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;H.5.1.F DP carcinoma prostatico;*;*;*;827;*;*;*;200
EOC Ente ospedaliero cantonale;H.5.2.M Prostatovescicolectomia radicale, mortalità;0.4%;0.1%;6.8;270;0.0%;0.0%;0.0;68
EOC Ente ospedaliero cantonale;I Malattie delle ossa, delle articolazioni e del tessuto connettivo; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;I.1 Articolazione artificiale, endoprotesi; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;I.1.8.M Primo impianto dell'endoprotesi dell'anca in caso di coxartrosi e artrite cronica, mortalità;0.2%;0.0%;3.7;1'255;0.0%;0.1%;0.0;330
EOC Ente ospedaliero cantonale;I.1.9.M Primo impianto dell'endoprotesi dell'anca in caso di fratture del collo del femore o pertrocanteriche, mortalità;3.7%;3.6%;1.0;889;1.8%;2.5%;0.7;170
EOC Ente ospedaliero cantonale;I.1.10.M Primo impianto dell'endoprotesi dell'anca in caso di altre diagnosi (non in I.1.8.F, I.1.9.F), mortalità;5.4%;3.2%;1.7;240;4.8%;3.0%;1.6;62
EOC Ente ospedaliero cantonale;I.1.11.P Primo impianto dell'endoprotesi dell'anca in caso di coxartrosi e artrite cronica con complicazioni, percentuale;1.5%;1.4%;*;19;*;*;*;6
EOC Ente ospedaliero cantonale;I.1.12.M Sostituzione dell’endoprotesi dell’anca, senza fratture o infezioni all’ammissione/come DP, mortalità;1.3%;0.5%;2.6;158;3.2%;1.1%;2.9;31
EOC Ente ospedaliero cantonale;I.1.13.M Sostituzione dell'endoprotesi dell'anca, senza fratture o infezioni, protesi speciale, mortalità;*;*;*;2;*;*;*;0
EOC Ente ospedaliero cantonale;I.1.14.M Sostituzione dell'endoprotesi dell'anca in caso di fratture o infezioni, mortalità;4.8%;3.0%;1.6;124;3.4%;3.3%;1.0;29
EOC Ente ospedaliero cantonale;I.1.15.M Primo impianto dell'endoprotesi del ginocchio in caso di gonartrosi e artrite cronica, mortalità;0.0%;0.0%;0.0;1'011;0.0%;0.0%;0.0;241
EOC Ente ospedaliero cantonale;I.1.16.M Primo impianto dell'endoprotesi del ginocchio in caso di altre diagnosi (non in I.1.15.F), mortalità;0.0%;0.1%;0.0;69;0.0%;0.2%;0.0;17
EOC Ente ospedaliero cantonale;I.1.17.P Primo impianto dell'endoprotesi del ginocchio in caso di gonartrosi e artrite cronica con complicazioni, percentuale;*;*;*;6;*;*;*;3
EOC Ente ospedaliero cantonale;I.1.18.M Sostituzione dell’endoprotesi del ginocchio, senza fratture o infezioni all’ammissione/come DP, mortalità;0.0%;0.1%;0.0;118;0.0%;0.2%;0.0;21
EOC Ente ospedaliero cantonale;I.1.19.M Sostituzione dell'endoprotesi del ginocchio, senza fratture o infezioni, protesi speciale, mortalità;*;*;*;6;*;*;*;0
EOC Ente ospedaliero cantonale;I.1.20.M Sostituzione dell'endoprotesi del ginocchio in caso di fratture o infezioni, mortalità;2.8%;1.2%;2.4;36;*;*;*;6
EOC Ente ospedaliero cantonale;I.1.21.M Interventi di endoprotesi dell'anca o del ginocchio in caso di tumore, mortalità;5.4%;4.5%;1.2;74;12.0%;2.9%;4.2;25
EOC Ente ospedaliero cantonale;I.1.22.M Interventi combinati di endoprotesi dell'anca e del ginocchio, mortalità;*;*;*;1;*;*;*;1
EOC Ente ospedaliero cantonale;I.2 Trattamenti/interventi sulla colonna vertebrale e sul midollo spinale; ; ; ; ; ; ; ; 
EOC Ente ospedaliero cantonale;I.2.3.F OP alla colonna vertebrale e al midollo spinale, senza terapia locale del dolore isolata;*;*;*;4'025;*;*;*;635
EOC Ente ospedaliero cantonale;I.2.4.F OP al midollo spinale/canale vertebrale, senza terapia locale del dolore isolata;*;*;*;511;*;*;*;74
EOC Ente ospedaliero cantonale;I.2.5.M Fusione spinale o sostituzione di vertebre in caso di tumore (ricostruzioni complesse incluse), mortalità;12.3%;4.5%;2.7;57;*;*;*;7
EOC Ente ospedaliero cantonale;I.2.19.M Fusione spinale o sostituzione di vertebre in caso di trauma (ricostruzioni complesse incluse), mortalità;2.3%;1.4%;1.6;214;0.0%;1.4%;0.0;35
EOC Ente ospedaliero cantonale;I.2.18.M OP alla colonna vertebrale per discite od osteomielite, mortalità;8.5%;5.4%;1.6;47;*;*;*;4
EOC Ente ospedaliero cantonale;I.2.7.M Ricostruzioni complesse della colonna vertebrale (senza tumore o trauma), mortalità;*;*;*;4;*;*;*;0
EOC Ente ospedaliero cantonale;I.2.8.M Fusione spinale o sostituzione di vertebre, 1 vertebra (senza tumore, trauma o ricostruzioni complesse), mortalità;0.0%;0.0%;0.0;516;0.0%;0.0%;*;36
EOC Ente ospedaliero cantonale;I.2.9.M Fusione spinale o sostituzione di vertebre, 2 vertebre (senza tumore, trauma o ricostruzioni complesse), mortalità;0.0%;0.1%;0.0;204;0.0%;0.0%;*;26
EOC Ente ospedaliero cantonale;I.2.10.M Fusione spinale o sostituzione di vertebre, 3 e più vertebre (senza tumore, trauma o ricostruzioni complesse), mortalità;1.2%;0.2%;5.9;80;*;*;*;6
EOC Ente ospedaliero cantonale;I.2.20.M Decompressione della colonna vertebrale, mortalità;0.0%;0.1%;0.0;204;*;*;*;3
EOC Ente ospedaliero cantonale;I.2.21.M Escissione dei tessuti intervertebrali (senza tumore, trauma, decompressione o OP complessa alla colonna vertrebrale), mortalità;0.0%;0.0%;0.0;495;0.0%;0.0%;*;76
EOC Ente ospedaliero cantonale;I.2.13.M Vertebroplastica/cifoplastica (senza tumore, ricostruzioni complesse, fusione spinale, sostituzione di vertebre o interventi ai dischi intervertebrali), mortalità;0.3%;0.4%;0.7;391;0.0%;0.2%;0.0;136
